frame_num,nose,left_eye,right_eye,right_shoulder,left_shoulder,left_elbow,right_elbow,right_wrist,left_wrist,left_hip,right_hip,left_knee,right_knee
1016.0,"(0.41252321004867554, 0.3661956191062927, 0.029585830867290497)","(0.41046884655952454, 0.35681381821632385, 0.031428273767232895)","(0.4116160273551941, 0.3571193218231201, 0.01793726161122322)","(0.4009251594543457, 0.40517595410346985, -0.059963878244161606)","(0.3836502730846405, 0.40056607127189636, 0.0729263573884964)","(0.38274726271629333, 0.4483497440814972, 0.1420031189918518)","(0.4093914330005646, 0.4664030075073242, -0.08443605154752731)","(0.4419881999492645, 0.4905584752559662, -0.08941837400197983)","(0.4080352783203125, 0.43029671907424927, 0.20562508702278137)","(0.3870163857936859, 0.5264205932617188, 0.03809065371751785)","(0.3993872106075287, 0.5256387591362, -0.03809173032641411)","(0.3803822100162506, 0.5987440943717957, 0.02162805013358593)","(0.4201241135597229, 0.6038014888763428, -0.03479427471756935)"
1017.0,"(0.4094795286655426, 0.3676295578479767, 0.015542418695986271)","(0.4075547456741333, 0.35834065079689026, 0.017710814252495766)","(0.408732146024704, 0.35881951451301575, 0.006026737857609987)","(0.3981507420539856, 0.40455880761146545, -0.07843906432390213)","(0.37951529026031494, 0.4006761312484741, 0.06700270622968674)","(0.3799585998058319, 0.44946277141571045, 0.14346832036972046)","(0.40686094760894775, 0.4674547016620636, -0.08835966140031815)","(0.4400895833969116, 0.4890764653682709, -0.06506400555372238)","(0.4035559594631195, 0.4344955086708069, 0.20649662613868713)","(0.38366711139678955, 0.5273503065109253, 0.041850145906209946)","(0.39261940121650696, 0.5276998281478882, -0.0418589785695076)","(0.394530326128006, 0.5992916226387024, 0.04149347171187401)","(0.3835532069206238, 0.6070213317871094, -0.04981541633605957)"
1018.0,"(0.406985342502594, 0.36801856756210327, 0.013025009073317051)","(0.4051476716995239, 0.35878974199295044, 0.016415217891335487)","(0.40610578656196594, 0.3592878580093384, 0.0015374904032796621)","(0.39542052149772644, 0.4043266177177429, -0.0784631222486496)","(0.3755836486816406, 0.40148431062698364, 0.07754022628068924)","(0.3755274713039398, 0.4499165415763855, 0.16223159432411194)","(0.4038933217525482, 0.46673473715782166, -0.11179804801940918)","(0.4357348382472992, 0.48957666754722595, -0.12498903274536133)","(0.4004594683647156, 0.435571551322937, 0.23589681088924408)","(0.3812967836856842, 0.5275665521621704, 0.044745542109012604)","(0.392456591129303, 0.5284435749053955, -0.044780630618333817)","(0.3752111494541168, 0.6059736609458923, 0.03417835384607315)","(0.4075621962547302, 0.6075339913368225, -0.030303752049803734)"
1019.0,"(0.40393006801605225, 0.3672838807106018, 0.022825093939900398)","(0.4020001292228699, 0.3583938479423523, 0.02510872296988964)","(0.40315473079681396, 0.3587314486503601, 0.009535353630781174)","(0.39332303404808044, 0.40219587087631226, -0.07859648019075394)","(0.3729002773761749, 0.40169957280158997, 0.07957359403371811)","(0.377550333738327, 0.44939741492271423, 0.15021678805351257)","(0.40089285373687744, 0.46586844325065613, -0.07860126346349716)","(0.43237558007240295, 0.490749716758728, -0.026724735274910927)","(0.3958171010017395, 0.4404112696647644, 0.20199473202228546)","(0.3825863301753998, 0.525030255317688, 0.04872256517410278)","(0.38845330476760864, 0.5270758271217346, -0.048814285546541214)","(0.3848642408847809, 0.5939851999282837, 0.04906105250120163)","(0.3767484128475189, 0.6175455451011658, -0.055199846625328064)"
1020.0,"(0.4036034941673279, 0.3648378252983093, 0.04253770783543587)","(0.4016694128513336, 0.3564635217189789, 0.044654496014118195)","(0.4028375744819641, 0.35678771138191223, 0.02896847203373909)","(0.393520325422287, 0.4028685986995697, -0.06614790856838226)","(0.37452954053878784, 0.39989447593688965, 0.08945382386445999)","(0.37870606780052185, 0.4495971202850342, 0.16257064044475555)","(0.3972674012184143, 0.46617409586906433, -0.06140744686126709)","(0.4280819594860077, 0.4958482086658478, -0.013690585270524025)","(0.4005722403526306, 0.44392457604408264, 0.21875879168510437)","(0.38137495517730713, 0.5240126848220825, 0.04930809885263443)","(0.3893972933292389, 0.5267248749732971, -0.04943098500370979)","(0.39434248208999634, 0.5922952890396118, 0.016132187098264694)","(0.3809886872768402, 0.6219279766082764, -0.056870099157094955)"
1021.0,"(0.4053233563899994, 0.3657888174057007, 0.005556202027946711)","(0.4031805396080017, 0.3576846122741699, 0.010554648004472256)","(0.40411901473999023, 0.35795366764068604, -0.00646384758874774)","(0.3946252167224884, 0.40434637665748596, -0.0841585174202919)","(0.3793216049671173, 0.40034040808677673, 0.07998024672269821)","(0.3835681676864624, 0.4499044716358185, 0.15343521535396576)","(0.39674654603004456, 0.4684348404407501, -0.08500342816114426)","(0.42615053057670593, 0.5021849870681763, -0.027005398645997047)","(0.4024670422077179, 0.4461638331413269, 0.20279864966869354)","(0.38464033603668213, 0.5247580409049988, 0.050051990896463394)","(0.3881412744522095, 0.5273537039756775, -0.050139300525188446)","(0.3951526880264282, 0.5939870476722717, 0.022595545276999474)","(0.3894534409046173, 0.6235032677650452, -0.06780866533517838)"
1022.0,"(0.40665265917778015, 0.36647042632102966, 0.01685074344277382)","(0.40436801314353943, 0.35854294896125793, 0.02078101597726345)","(0.40538039803504944, 0.3587696850299835, 0.00451484601944685)","(0.39656639099121094, 0.4080398976802826, -0.08401002734899521)","(0.3801652789115906, 0.4021461308002472, 0.07913632690906525)","(0.38745835423469543, 0.45287567377090454, 0.14896750450134277)","(0.39696410298347473, 0.4737817645072937, -0.11224298924207687)","(0.42086613178253174, 0.5142279267311096, -0.12202410399913788)","(0.405081182718277, 0.4543188214302063, 0.1984659731388092)","(0.3821338713169098, 0.5308259725570679, 0.049359552562236786)","(0.3908631503582001, 0.5332668423652649, -0.049452222883701324)","(0.3963727653026581, 0.6181071996688843, 0.04147964343428612)","(0.3938179314136505, 0.6272041201591492, -0.0625094473361969)"
1023.0,"(0.406114399433136, 0.38043704628944397, 0.022106345742940903)","(0.40443912148475647, 0.37241050601005554, 0.025574548169970512)","(0.4055718183517456, 0.37272733449935913, 0.00933876447379589)","(0.3954985439777374, 0.4185575544834137, -0.07890413701534271)","(0.38040465116500854, 0.412132203578949, 0.083450548350811)","(0.3889678716659546, 0.46133628487586975, 0.15023721754550934)","(0.3959430158138275, 0.48811453580856323, -0.11531765758991241)","(0.4138168692588806, 0.5328418016433716, -0.13836853206157684)","(0.40500009059906006, 0.46705687046051025, 0.20442579686641693)","(0.3820551037788391, 0.5429338812828064, 0.049114029854536057)","(0.38974669575691223, 0.5440986752510071, -0.04919879510998726)","(0.3947067856788635, 0.6315717101097107, 0.03837713971734047)","(0.39488130807876587, 0.6370840668678284, -0.058531053364276886)"
1024.0,"(0.40274572372436523, 0.39850130677223206, 0.029853731393814087)","(0.40109020471572876, 0.390825480222702, 0.030283503234386444)","(0.4025980830192566, 0.3914336562156677, 0.015288462862372398)","(0.39284664392471313, 0.4410068094730377, -0.07912281155586243)","(0.37761005759239197, 0.43158993124961853, 0.07683446258306503)","(0.3847105801105499, 0.48164334893226624, 0.14789921045303345)","(0.3919810950756073, 0.5128259658813477, -0.11396445333957672)","(0.4077947437763214, 0.5639559030532837, -0.13032886385917664)","(0.40346458554267883, 0.48302939534187317, 0.20049457252025604)","(0.38014939427375793, 0.5656515955924988, 0.048618778586387634)","(0.38895267248153687, 0.5655598044395447, -0.0487113818526268)","(0.3941701650619507, 0.6374903321266174, 0.035007230937480927)","(0.39115655422210693, 0.6556652784347534, -0.033991217613220215)"
1025.0,"(0.4004761278629303, 0.43036094307899475, 0.02956121414899826)","(0.3986741006374359, 0.4205828607082367, 0.03123101033270359)","(0.4002246856689453, 0.4209882616996765, 0.015601198188960552)","(0.38784995675086975, 0.46677565574645996, -0.07910628616809845)","(0.37286150455474854, 0.4643119275569916, 0.07696615904569626)","(0.3792157471179962, 0.517188549041748, 0.1475769430398941)","(0.383678138256073, 0.5391674041748047, -0.12303105741739273)","(0.39485424757003784, 0.6028546094894409, -0.15283073484897614)","(0.39793217182159424, 0.50555020570755, 0.18781940639019012)","(0.3736415505409241, 0.5993652939796448, 0.04818810150027275)","(0.38575050234794617, 0.598197340965271, -0.04827563837170601)","(0.3780946731567383, 0.6823712587356567, 0.03342253342270851)","(0.3930916488170624, 0.6832394003868103, -0.031802766025066376)"
1026.0,"(0.399221807718277, 0.4360932409763336, 0.026055939495563507)","(0.39748817682266235, 0.4274894595146179, 0.0278464462608099)","(0.39904844760894775, 0.42820361256599426, 0.01258833333849907)","(0.3868134617805481, 0.477036714553833, -0.07891508936882019)","(0.37149950861930847, 0.47159942984580994, 0.07409591972827911)","(0.37412548065185547, 0.5235984325408936, 0.14577241241931915)","(0.37933552265167236, 0.5451546311378479, -0.11394532024860382)","(0.38829338550567627, 0.613878607749939, -0.14834579825401306)","(0.39574629068374634, 0.5143126845359802, 0.18813487887382507)","(0.37227481603622437, 0.6059656739234924, 0.04791851341724396)","(0.38261643052101135, 0.6046757698059082, -0.048000138252973557)","(0.37806710600852966, 0.6873190999031067, 0.02277136966586113)","(0.3969489336013794, 0.6854482889175415, -0.03457600995898247)"
1027.0,"(0.3981560468673706, 0.4358554184436798, -0.010795489884912968)","(0.3964823782444, 0.4268275499343872, -0.004116416908800602)","(0.39810630679130554, 0.42732471227645874, -0.020305998623371124)","(0.38378414511680603, 0.4774596095085144, -0.0864822193980217)","(0.3735068738460541, 0.4723883867263794, 0.0758417472243309)","(0.3792473077774048, 0.5236634612083435, 0.14543350040912628)","(0.3745211660861969, 0.54872727394104, -0.11898244172334671)","(0.38278818130493164, 0.6202154755592346, -0.12595222890377045)","(0.39680567383766174, 0.5154833197593689, 0.17606380581855774)","(0.37488141655921936, 0.6098923087120056, 0.05036652460694313)","(0.379999041557312, 0.6053487658500671, -0.0503961481153965)","(0.3723676800727844, 0.692028820514679, 0.039702463895082474)","(0.39852282404899597, 0.6787316203117371, -0.031217310577630997)"
1028.0,"(0.39720389246940613, 0.4360002875328064, -0.02384953573346138)","(0.3951255679130554, 0.4268317222595215, -0.01650926284492016)","(0.39668306708335876, 0.4273567497730255, -0.033486928790807724)","(0.3818511962890625, 0.4786522686481476, -0.09081373363733292)","(0.3748641014099121, 0.4726084768772125, 0.07266908138990402)","(0.3780936598777771, 0.5205069184303284, 0.14172357320785522)","(0.37034744024276733, 0.5471059679985046, -0.1205611377954483)","(0.3754592537879944, 0.6181138753890991, -0.12290449440479279)","(0.3971853256225586, 0.5173926949501038, 0.17083078622817993)","(0.37523576617240906, 0.608526885509491, 0.05006305128335953)","(0.3761790096759796, 0.6055238842964172, -0.0500866137444973)","(0.36929628252983093, 0.6891011595726013, 0.03785518556833267)","(0.39022988080978394, 0.6799490451812744, -0.02976888045668602)"
1029.0,"(0.3962589502334595, 0.44362685084342957, -0.009141745045781136)","(0.39461633563041687, 0.434751957654953, -0.003243169980123639)","(0.3957345187664032, 0.43508148193359375, -0.020106306299567223)","(0.37936702370643616, 0.48064061999320984, -0.08140309154987335)","(0.3753843903541565, 0.47689080238342285, 0.07269694656133652)","(0.3783428966999054, 0.5216323733329773, 0.11402397602796555)","(0.3676120340824127, 0.5466349124908447, -0.10079126805067062)","(0.36994218826293945, 0.619735836982727, -0.09973932802677155)","(0.397509902715683, 0.5211292505264282, 0.10442488640546799)","(0.37550482153892517, 0.6112930178642273, 0.04983217269182205)","(0.3722172677516937, 0.6067553162574768, -0.0498417504131794)","(0.3730188310146332, 0.6968296766281128, 0.021133724600076675)","(0.3640408217906952, 0.6912972927093506, -0.047117650508880615)"
1030.0,"(0.39796513319015503, 0.44882941246032715, -0.0069522252306342125)","(0.39641067385673523, 0.439649373292923, 0.004391649272292852)","(0.3975214958190918, 0.4402220547199249, -0.015187922865152359)","(0.3819212317466736, 0.4825054109096527, -0.07421878725290298)","(0.37524929642677307, 0.479134738445282, 0.08509471267461777)","(0.3799278140068054, 0.5240744352340698, 0.1518474966287613)","(0.3699670135974884, 0.5462281107902527, -0.09557627886533737)","(0.37218552827835083, 0.6235848069190979, -0.09507902711629868)","(0.39761412143707275, 0.5224542021751404, 0.17426064610481262)","(0.3747507631778717, 0.6109259128570557, 0.049566928297281265)","(0.3766917288303375, 0.6063709855079651, -0.04958317428827286)","(0.3616771399974823, 0.6990197896957397, 0.011413133703172207)","(0.3787783086299896, 0.6914452314376831, -0.05716875568032265)"
1031.0,"(0.39810800552368164, 0.45415493845939636, -0.011366119608283043)","(0.3970353901386261, 0.44518470764160156, -0.0036564022302627563)","(0.39837828278541565, 0.4458071291446686, -0.022168023511767387)","(0.3839641809463501, 0.4913703203201294, -0.08360695838928223)","(0.37543970346450806, 0.48642486333847046, 0.08392710238695145)","(0.3804933726787567, 0.5293575525283813, 0.1591619849205017)","(0.374173104763031, 0.5523805618286133, -0.10064833611249924)","(0.3756386935710907, 0.6301013827323914, -0.09908077120780945)","(0.3988020122051239, 0.5290698409080505, 0.19203750789165497)","(0.3743629455566406, 0.6212263703346252, 0.05274051055312157)","(0.3783373534679413, 0.6184448003768921, -0.05280325189232826)","(0.3614424765110016, 0.7063187956809998, 0.050680629909038544)","(0.40126413106918335, 0.7101457118988037, -0.05419464409351349)"
1032.0,"(0.3999561369419098, 0.46060237288475037, -0.006292127072811127)","(0.39831459522247314, 0.4521152079105377, 0.0006874126265756786)","(0.3995496928691864, 0.4526919722557068, -0.01991851069033146)","(0.38708019256591797, 0.49753180146217346, -0.08252199739217758)","(0.3758086562156677, 0.4932192862033844, 0.08304693549871445)","(0.38170894980430603, 0.5374635457992554, 0.15279728174209595)","(0.3766871988773346, 0.5591790080070496, -0.09961242973804474)","(0.3792964518070221, 0.638399600982666, -0.09561742842197418)","(0.3994198441505432, 0.5360236763954163, 0.1858701854944229)","(0.37512925267219543, 0.6235422492027283, 0.05218643695116043)","(0.3819733262062073, 0.619828999042511, -0.05227859690785408)","(0.3654536306858063, 0.7071635127067566, 0.01157072652131319)","(0.3903714418411255, 0.708777904510498, -0.055338624864816666)"
1033.0,"(0.40195196866989136, 0.4668751358985901, -0.005870399996638298)","(0.4004649221897125, 0.4583422541618347, 0.0015288237482309341)","(0.40179023146629333, 0.45885974168777466, -0.01773032359778881)","(0.3906213045120239, 0.5108290910720825, -0.08368813991546631)","(0.37798988819122314, 0.49989911913871765, 0.0818961039185524)","(0.39157670736312866, 0.5505452752113342, 0.15143832564353943)","(0.3792535960674286, 0.5753041505813599, -0.10600272566080093)","(0.38291773200035095, 0.6463720202445984, -0.09943416714668274)","(0.4047612249851227, 0.544579803943634, 0.18362079560756683)","(0.37574300169944763, 0.6326637864112854, 0.05229257047176361)","(0.388410359621048, 0.6323944926261902, -0.052368391305208206)","(0.36817964911460876, 0.7167413234710693, 0.01933015137910843)","(0.3931070566177368, 0.7180424928665161, -0.05965987592935562)"
1034.0,"(0.4034895598888397, 0.4714590013027191, -0.0031182155944406986)","(0.4020571708679199, 0.46296757459640503, 0.0022445102222263813)","(0.4035344421863556, 0.4636532962322235, -0.015728561207652092)","(0.39368894696235657, 0.5139210224151611, -0.09349179267883301)","(0.37928465008735657, 0.5026845335960388, 0.076799675822258)","(0.39191219210624695, 0.556165337562561, 0.14094312489032745)","(0.38374751806259155, 0.5803346633911133, -0.11696629971265793)","(0.386496365070343, 0.6483566164970398, -0.11219305545091629)","(0.4070296883583069, 0.5487573742866516, 0.16712424159049988)","(0.3769775331020355, 0.638985276222229, 0.05414481833577156)","(0.3911232352256775, 0.6388435959815979, -0.05419313535094261)","(0.37983742356300354, 0.7230032086372375, 0.049150027334690094)","(0.40829187631607056, 0.7250547409057617, -0.04989483579993248)"
